name,year,bat,g,ab,h,ba,bb,dbl,dbl.pg,pg,hr,hr.pg,sb,cs,sba,sb.pg,sf,sh,tb,slg.pct,trp,trp.pg,r,r.pg,through
Evansville,2010,besr,40,1384,416,0.301,135,40,93,2.33,35,0.88,99,25,124,2.48,19,32,636,0.46,11,0.28,292,7.3,4/25/10
Northwestern,2010,besr,38,1355,407,0.3,132,38,64,1.68,15,0.39,35,17,52,0.92,7,22,542,0.4,13,0.34,194,5.1,4/25/10
Kentucky,2010,besr,40,1362,409,0.3,156,40,72,1.8,56,1.4,86,19,105,2.15,20,31,661,0.485,6,0.15,284,7.1,4/25/10
Brown,2010,besr,33,1119,336,0.3,129,33,63,1.91,35,1.06,18,10,28,0.55,15,10,510,0.456,3,0.09,208,6.3,4/25/10
Sam Houston St.,2010,besr,41,1456,437,0.3,149,41,72,1.76,29,0.71,43,15,58,1.05,14,23,606,0.416,5,0.12,243,5.9,4/25/10
Nebraska,2010,besr,40,1384,415,0.3,148,40,68,1.7,45,1.13,34,17,51,0.85,21,13,630,0.455,6,0.15,271,6.8,4/25/10
Citadel,2010,besr,43,1468,440,0.3,151,43,71,1.65,43,1,63,24,87,1.47,15,31,672,0.458,16,0.37,275,6.4,4/25/10
Winthrop,2010,besr,39,1359,407,0.299,150,39,82,2.1,37,0.95,32,23,55,0.82,10,45,616,0.453,8,0.21,262,6.7,4/25/10
Stanford,2010,besr,34,1206,361,0.299,138,34,71,2.09,21,0.62,29,10,39,0.85,13,12,517,0.429,11,0.32,229,6.7,4/25/10
Tex.-Pan American,2010,besr,35,1204,360,0.299,175,35,64,1.83,17,0.49,23,9,32,0.66,10,27,499,0.414,12,0.34,231,6.6,4/25/10
Washington St.,2010,besr,36,1221,365,0.299,106,36,81,2.25,24,0.67,44,21,65,1.22,16,23,536,0.439,9,0.25,242,6.7,4/25/10
Mississippi St.,2010,besr,40,1355,405,0.299,189,40,81,2.03,46,1.15,44,14,58,1.1,24,25,646,0.477,11,0.28,296,7.4,4/25/10
Siena,2010,besr,40,1436,429,0.299,133,40,71,1.78,44,1.1,65,9,74,1.63,13,17,648,0.451,8,0.2,258,6.5,4/25/10
Elon,2010,besr,42,1494,446,0.299,205,42,87,2.07,60,1.43,70,19,89,1.67,19,14,731,0.489,9,0.21,343,8.2,4/25/10
La Salle,2010,besr,37,1293,385,0.298,131,37,61,1.65,12,0.32,39,14,53,1.05,12,10,512,0.396,15,0.41,217,5.9,4/25/10
Boston College,2010,besr,40,1366,406,0.297,156,40,78,1.95,43,1.08,53,32,85,1.33,13,46,651,0.477,19,0.48,263,6.6,4/25/10
Florida,2010,besr,39,1336,397,0.297,159,39,67,1.72,50,1.28,56,22,78,1.44,13,17,634,0.475,10,0.26,264,6.8,4/25/10
San Diego St.,2010,besr,41,1407,418,0.297,224,41,66,1.61,23,0.56,60,31,91,1.46,21,25,569,0.404,8,0.2,287,7,4/25/10
Minnesota,2010,besr,40,1421,422,0.297,135,40,90,2.25,18,0.45,27,24,51,0.68,15,14,588,0.414,11,0.28,214,5.4,4/25/10
Alcorn,2010,besr,39,1307,388,0.297,187,39,75,1.92,22,0.56,64,19,83,1.64,24,13,559,0.428,15,0.38,335,8.6,4/25/10
Ball St.,2010,besr,40,1452,431,0.297,139,40,82,2.05,45,1.13,50,16,66,1.25,14,15,666,0.459,9,0.23,283,7.1,4/25/10
Lamar,2010,besr,42,1412,419,0.297,209,42,93,2.21,21,0.5,57,18,75,1.36,25,25,599,0.424,12,0.29,291,6.9,4/25/10
Norfolk St.,2010,besr,34,1150,341,0.297,114,34,72,2.12,24,0.71,59,16,75,1.74,7,15,497,0.432,6,0.18,217,6.4,4/25/10
Miami (FL),2010,besr,40,1376,407,0.296,199,40,85,2.13,58,1.45,73,22,95,1.83,20,40,702,0.51,18,0.45,313,7.8,4/25/10
Ole Miss,2010,besr,41,1435,424,0.295,190,41,82,2,42,1.02,50,10,60,1.22,18,10,642,0.447,5,0.12,292,7.1,4/25/10
Saint Joseph's,2010,besr,33,1158,342,0.295,124,33,54,1.64,18,0.55,34,12,46,1.03,16,16,480,0.415,15,0.45,212,6.4,4/25/10
Central Mich.,2010,besr,37,1294,382,0.295,136,37,76,2.05,16,0.43,32,16,48,0.86,13,20,516,0.399,5,0.14,231,6.2,4/25/10
San Diego,2010,besr,35,1189,351,0.295,127,35,56,1.6,27,0.77,45,17,62,1.29,14,25,512,0.431,12,0.34,212,6.1,4/25/10
Kansas,2010,besr,42,1450,428,0.295,186,42,84,2,29,0.69,24,4,28,0.57,30,16,623,0.43,12,0.29,297,7.1,4/25/10
Massachusetts,2010,besr,31,1115,329,0.295,92,31,62,2,29,0.94,16,8,24,0.52,12,22,494,0.443,8,0.26,186,6,4/25/10
Towson,2010,besr,42,1500,442,0.295,181,42,95,2.26,35,0.83,44,23,67,1.05,16,1,668,0.445,13,0.31,251,6,4/25/10
Ill.-Chicago,2010,besr,36,1232,363,0.295,121,36,95,2.64,29,0.81,42,23,65,1.17,23,30,575,0.467,15,0.42,252,7,4/25/10
Ohio,2010,besr,37,1322,389,0.294,123,37,67,1.81,45,1.22,22,6,28,0.59,10,12,603,0.456,6,0.16,246,6.6,4/25/10
South Carolina,2010,besr,40,1343,395,0.294,192,40,76,1.9,48,1.2,29,15,44,0.73,17,39,633,0.471,9,0.23,291,7.3,4/25/10
Marshall,2010,besr,40,1343,395,0.294,157,40,70,1.75,37,0.93,51,14,65,1.28,11,17,606,0.451,15,0.38,255,6.4,4/25/10
Missouri,2010,besr,38,1326,390,0.294,179,38,81,2.13,33,0.87,26,8,34,0.68,25,16,586,0.442,8,0.21,285,7.5,4/25/10
Southeastern La.,2010,besr,42,1405,413,0.294,200,42,94,2.24,28,0.67,57,26,83,1.36,14,47,607,0.432,8,0.19,325,7.7,4/25/10
Illinois,2010,besr,36,1252,368,0.294,125,36,69,1.92,20,0.56,83,21,104,2.31,17,13,519,0.415,11,0.31,241,6.7,4/25/10
Texas Southern,2010,besr,43,1382,406,0.294,235,43,70,1.63,19,0.44,86,26,112,2,29,47,569,0.412,18,0.42,328,7.6,4/25/10
Western Ill.,2010,besr,37,1261,370,0.293,145,37,64,1.73,25,0.68,37,16,53,1,13,19,527,0.418,9,0.24,223,6,4/25/10
Miami (OH),2010,besr,40,1411,414,0.293,129,40,74,1.85,40,1,54,12,66,1.35,17,24,628,0.445,10,0.25,288,7.2,4/25/10
Richmond,2010,besr,38,1358,398,0.293,185,38,68,1.79,44,1.16,57,24,81,1.5,13,35,606,0.446,4,0.11,284,7.5,4/25/10
Fairleigh Dickinson,2010,besr,35,1133,332,0.293,131,35,60,1.71,22,0.63,35,15,50,1,15,11,480,0.424,11,0.31,218,6.2,4/25/10
Radford,2010,besr,39,1376,403,0.293,162,39,76,1.95,33,0.85,109,21,130,2.79,16,23,596,0.433,9,0.23,265,6.8,4/25/10
Ga. Southern,2010,besr,41,1424,417,0.293,205,41,78,1.9,35,0.85,61,11,72,1.49,20,22,612,0.43,6,0.15,289,7,4/25/10
Bradley,2010,besr,35,1172,343,0.293,119,35,62,1.77,19,0.54,52,21,73,1.49,19,41,484,0.413,11,0.31,193,5.5,4/25/10
Tennessee,2010,besr,41,1442,422,0.293,198,41,79,1.93,55,1.34,52,17,69,1.27,15,18,680,0.472,7,0.17,305,7.4,4/25/10
Dayton,2010,besr,41,1466,429,0.293,153,41,92,2.24,41,1,55,15,70,1.34,18,19,658,0.449,7,0.17,298,7.3,4/25/10
UNC Wilmington,2010,besr,41,1439,421,0.293,177,41,72,1.76,40,0.98,58,12,70,1.41,18,32,631,0.438,9,0.22,281,6.9,4/25/10
Florida A&M,2010,besr,35,1167,341,0.292,102,35,52,1.49,21,0.6,83,17,100,2.37,20,9,488,0.418,16,0.46,216,6.2,4/25/10
Lipscomb,2010,besr,42,1506,439,0.292,151,42,73,1.74,40,0.95,75,19,94,1.79,16,19,664,0.441,16,0.38,299,7.1,4/25/10
Ark.-Pine Bluff,2010,besr,36,1147,334,0.291,132,36,82,2.28,21,0.58,32,16,48,0.89,13,11,493,0.43,7,0.19,215,6,4/25/10
Southern U.,2010,besr,29,1020,297,0.291,133,29,68,2.34,20,0.69,46,15,61,1.59,12,6,459,0.45,17,0.59,232,8,4/25/10
UC Davis,2010,besr,35,1175,342,0.291,97,35,62,1.77,11,0.31,31,19,50,0.89,16,25,441,0.375,2,0.06,188,5.4,4/25/10
Texas,2010,besr,41,1364,397,0.291,176,41,78,1.9,51,1.24,59,16,75,1.44,13,48,652,0.478,12,0.29,284,6.9,4/25/10
Gonzaga,2010,besr,35,1261,366,0.29,119,35,75,2.14,32,0.91,23,12,35,0.66,14,8,553,0.439,8,0.23,227,6.5,4/25/10
Illinois St.,2010,besr,35,1207,350,0.29,171,35,77,2.2,26,0.74,60,18,78,1.71,13,22,531,0.44,13,0.37,242,6.9,4/25/10
San Jose St.,2010,besr,38,1304,378,0.29,122,38,57,1.5,13,0.34,33,18,51,0.87,14,32,486,0.373,6,0.16,208,5.5,4/25/10
UC Riverside,2010,besr,33,1118,324,0.29,88,33,73,2.21,32,0.97,13,12,25,0.39,18,16,519,0.464,13,0.39,194,5.9,4/25/10
Charleston So.,2010,besr,43,1524,441,0.289,149,43,78,1.81,45,1.05,50,20,70,1.16,16,21,658,0.432,2,0.05,252,5.9,4/25/10
William & Mary,2010,besr,39,1296,375,0.289,206,39,82,2.1,19,0.49,61,32,93,1.56,25,26,526,0.406,6,0.15,270,6.9,4/25/10
Georgetown,2010,besr,40,1424,412,0.289,175,40,78,1.95,46,1.15,63,21,84,1.58,17,26,646,0.454,9,0.23,285,7.1,4/25/10
Wichita St.,2010,besr,40,1373,397,0.289,175,40,78,1.95,41,1.03,72,15,87,1.8,19,13,622,0.453,12,0.3,288,7.2,4/25/10
Texas-Arlington,2010,besr,41,1461,422,0.289,152,41,77,1.88,29,0.71,32,18,50,0.78,13,23,600,0.411,7,0.17,247,6,4/25/10
Oregon,2010,besr,40,1330,384,0.289,156,40,66,1.65,21,0.53,53,15,68,1.33,8,45,525,0.395,6,0.15,247,6.2,4/25/10
Houston,2010,besr,38,1328,383,0.288,143,38,51,1.34,25,0.66,50,16,66,1.32,10,28,541,0.407,16,0.42,223,5.9,4/25/10
North Dakota St.,2010,besr,35,1180,340,0.288,117,35,60,1.71,14,0.4,18,7,25,0.51,8,21,466,0.395,12,0.34,208,5.9,4/25/10
Texas A&M,2010,besr,39,1334,384,0.288,108,39,65,1.67,27,0.69,61,28,89,1.56,12,31,554,0.415,12,0.31,212,5.4,4/25/10
Nicholls St.,2010,besr,39,1303,375,0.288,117,39,50,1.28,21,0.54,60,24,84,1.54,15,38,516,0.396,14,0.36,254,6.5,4/25/10
Penn St.,2010,besr,39,1396,401,0.287,160,39,63,1.62,34,0.87,54,15,69,1.38,20,20,588,0.421,11,0.28,257,6.6,4/25/10
Mt. St. Mary's,2010,besr,38,1236,355,0.287,130,38,68,1.79,21,0.55,40,19,59,1.05,12,20,498,0.403,6,0.16,187,4.9,4/25/10
UC Santa Barbara,2010,besr,34,1188,341,0.287,118,34,55,1.62,26,0.76,32,10,42,0.94,12,23,504,0.424,15,0.44,218,6.4,4/25/10
Loyola Marymount,2010,besr,34,1155,331,0.287,93,34,67,1.97,32,0.94,25,13,38,0.74,10,17,506,0.438,6,0.18,205,6,4/25/10
UALR,2010,besr,41,1410,404,0.287,188,41,89,2.17,33,0.8,56,17,73,1.37,19,22,606,0.43,7,0.17,317,7.7,4/25/10
South Fla.,2010,besr,40,1368,391,0.286,118,40,83,2.08,21,0.53,43,12,55,1.08,15,28,543,0.397,3,0.08,233,5.8,4/25/10
Eastern Mich.,2010,besr,40,1396,399,0.286,160,40,76,1.9,29,0.73,44,11,55,1.1,24,24,578,0.414,8,0.2,254,6.4,4/25/10
Notre Dame,2010,besr,39,1350,385,0.285,136,39,69,1.77,25,0.64,23,11,34,0.59,26,34,547,0.405,9,0.23,220,5.6,4/25/10
Furman,2010,besr,38,1298,370,0.285,119,38,57,1.5,45,1.18,47,20,67,1.24,18,19,586,0.451,12,0.32,234,6.2,4/25/10
Quinnipiac,2010,besr,35,1160,330,0.284,127,35,48,1.37,14,0.4,24,14,38,0.69,9,7,436,0.376,8,0.23,176,5,4/25/10
Mississippi Val.,2010,besr,40,1251,355,0.284,191,40,65,1.63,10,0.25,120,30,150,3,18,26,488,0.39,19,0.48,269,6.7,4/25/10
Sacramento St.,2010,besr,37,1313,372,0.283,145,37,65,1.76,27,0.73,34,10,44,0.92,6,19,534,0.407,8,0.22,218,5.9,4/25/10
Southern California,2010,besr,39,1331,377,0.283,141,39,76,1.95,35,0.9,25,23,48,0.64,17,32,574,0.431,8,0.21,210,5.4,4/25/10
UNC Asheville,2010,besr,36,1289,365,0.283,123,36,70,1.94,17,0.47,17,5,22,0.47,10,15,494,0.383,4,0.11,188,5.2,4/25/10
Niagara,2010,besr,39,1336,378,0.283,127,39,65,1.67,18,0.46,68,20,88,1.74,18,16,511,0.382,7,0.18,214,5.5,4/25/10
Georgia,2010,besr,40,1391,393,0.283,136,40,83,2.08,35,0.88,44,15,59,1.1,15,11,601,0.432,10,0.25,223,5.6,4/25/10
Washington,2010,besr,38,1268,358,0.282,132,38,69,1.82,21,0.55,24,17,41,0.63,8,43,502,0.396,6,0.16,212,5.6,4/25/10
Duke,2010,besr,41,1361,384,0.282,135,41,71,1.73,30,0.73,51,18,69,1.24,23,24,569,0.418,12,0.29,237,5.8,4/25/10
Grambling,2010,besr,35,1164,328,0.282,143,35,54,1.54,24,0.69,92,18,110,2.63,18,24,468,0.402,7,0.2,232,6.6,4/25/10
Xavier,2010,besr,41,1442,406,0.282,154,41,69,1.68,29,0.71,46,11,57,1.12,14,33,566,0.393,2,0.05,239,5.8,4/25/10
Coppin St.,2010,besr,36,1092,307,0.281,144,36,55,1.53,5,0.14,79,21,100,2.19,11,11,397,0.364,10,0.28,180,5,4/25/10
Kennesaw St.,2010,besr,40,1414,397,0.281,147,40,74,1.85,33,0.83,42,16,58,1.05,13,24,584,0.413,7,0.18,259,6.5,4/25/10
Wagner,2010,besr,35,1146,321,0.28,103,35,64,1.83,22,0.63,63,12,75,1.8,6,15,467,0.408,8,0.23,195,5.6,4/25/10
La.-Monroe,2010,besr,39,1354,379,0.28,149,39,68,1.74,30,0.77,27,13,40,0.69,17,14,549,0.405,6,0.15,244,6.3,4/25/10
Le Moyne,2010,besr,45,1465,410,0.28,127,45,78,1.73,32,0.71,59,16,75,1.31,22,38,596,0.407,6,0.13,259,5.8,4/25/10
Davidson,2010,besr,40,1383,387,0.28,153,40,86,2.15,31,0.78,62,27,89,1.55,14,19,586,0.424,10,0.25,289,7.2,4/25/10
Lehigh,2010,besr,40,1295,362,0.28,122,40,64,1.6,14,0.35,31,17,48,0.78,19,25,486,0.375,9,0.23,202,5.1,4/25/10
Creighton,2010,besr,33,1145,320,0.279,120,33,71,2.15,31,0.94,31,14,45,0.94,15,51,504,0.44,10,0.3,222,6.7,4/25/10
Delaware St.,2010,besr,34,1088,304,0.279,183,34,68,2,19,0.56,17,7,24,0.5,23,19,433,0.398,2,0.06,236,6.9,4/25/10
UAB,2010,besr,37,1269,354,0.279,185,37,57,1.54,28,0.76,63,6,69,1.7,13,24,519,0.409,12,0.32,259,7,4/25/10
San Francisco,2010,besr,35,1205,336,0.279,114,35,90,2.57,37,1.06,24,15,39,0.69,15,15,547,0.454,5,0.14,201,5.7,4/25/10
Lafayette,2010,besr,36,1173,327,0.279,87,36,65,1.81,18,0.5,39,14,53,1.08,14,12,460,0.392,7,0.19,170,4.7,4/25/10
Temple,2010,besr,35,1265,352,0.278,103,35,69,1.97,24,0.69,26,8,34,0.74,23,10,507,0.401,7,0.2,190,5.4,4/25/10
Iowa,2010,besr,37,1258,349,0.277,135,37,64,1.73,11,0.3,59,23,82,1.59,17,32,466,0.37,10,0.27,213,5.8,4/25/10
Prairie View,2010,besr,37,1215,337,0.277,135,37,78,2.11,7,0.19,37,12,49,1,17,34,450,0.37,7,0.19,216,5.8,4/25/10
Cal Poly,2010,besr,36,1260,349,0.277,139,36,68,1.89,26,0.72,38,10,48,1.06,17,21,523,0.415,14,0.39,216,6,4/25/10
Fairfield,2010,besr,36,1210,333,0.275,143,36,80,2.22,22,0.61,41,15,56,1.14,8,18,493,0.407,7,0.19,218,6.1,4/25/10
Cornell,2010,besr,32,992,273,0.275,88,32,71,2.22,23,0.72,22,15,37,0.69,10,11,427,0.43,7,0.22,158,4.9,4/25/10
Western Mich.,2010,besr,39,1341,369,0.275,127,39,63,1.62,19,0.49,17,10,27,0.44,20,32,519,0.387,15,0.38,201,5.2,4/25/10
Fordham,2010,besr,39,1414,389,0.275,123,39,81,2.08,12,0.31,55,17,72,1.41,11,11,524,0.371,9,0.23,210,5.4,4/25/10
UTSA,2010,besr,37,1269,349,0.275,108,37,79,2.14,52,1.41,16,10,26,0.43,8,12,604,0.476,10,0.27,230,6.2,4/25/10
Hawaii,2010,besr,41,1336,367,0.275,173,41,58,1.41,41,1,24,15,39,0.59,17,24,572,0.428,12,0.29,233,5.7,4/25/10
Duquesne,2010,besr,41,1421,390,0.274,193,41,65,1.59,35,0.85,84,16,100,2.05,17,17,574,0.404,7,0.17,242,5.9,4/25/10
Iona,2010,besr,35,1166,320,0.274,125,35,58,1.66,26,0.74,46,12,58,1.31,17,4,470,0.403,7,0.2,196,5.6,4/25/10
Old Dominion,2010,besr,44,1494,409,0.274,198,44,99,2.25,41,0.93,15,7,22,0.34,17,32,643,0.43,6,0.14,259,5.9,4/25/10
Central Ark.,2010,besr,39,1349,369,0.274,147,39,76,1.95,20,0.51,40,9,49,1.03,18,25,525,0.389,10,0.26,221,5.7,4/25/10
Missouri St.,2010,besr,38,1280,350,0.273,156,38,66,1.74,33,0.87,36,17,53,0.95,16,27,527,0.412,6,0.16,197,5.2,4/25/10
LIU Brooklyn,2010,besr,38,1165,318,0.273,137,38,60,1.58,25,0.66,27,26,53,0.71,14,25,461,0.396,4,0.11,174,4.6,4/25/10
Eastern Ill.,2010,besr,37,1244,339,0.273,135,37,59,1.59,23,0.62,28,10,38,0.76,9,32,471,0.379,2,0.05,189,5.1,4/25/10
St. Mary's (CA),2010,besr,32,1091,297,0.272,89,32,48,1.5,27,0.84,24,16,40,0.75,7,42,438,0.401,6,0.19,162,5.1,4/25/10
Pepperdine,2010,besr,31,1067,290,0.272,112,31,58,1.87,16,0.52,21,9,30,0.68,8,18,402,0.377,3,0.1,167,5.4,4/25/10
Saint Peter's,2010,besr,36,1194,324,0.271,135,36,64,1.78,21,0.58,48,12,60,1.33,11,22,457,0.383,3,0.08,185,5.1,4/25/10
Wake Forest,2010,besr,43,1488,402,0.27,199,43,101,2.35,36,0.84,79,21,100,1.84,14,16,615,0.413,2,0.05,253,5.9,4/25/10
New Orleans,2010,besr,39,1341,362,0.27,130,39,70,1.79,39,1,34,19,53,0.87,17,18,557,0.415,4,0.1,214,5.5,4/25/10
NJIT,2010,besr,34,1108,299,0.27,140,34,58,1.71,12,0.35,22,9,31,0.65,4,19,403,0.364,5,0.15,147,4.3,4/25/10
Monmouth,2010,besr,34,1123,303,0.27,99,34,65,1.91,26,0.76,37,10,47,1.09,11,23,464,0.413,9,0.26,204,6,4/25/10
Chicago St.,2010,besr,35,1104,297,0.269,123,35,53,1.51,13,0.37,37,11,48,1.06,11,18,397,0.36,4,0.11,153,4.4,4/25/10
Northeastern,2010,besr,28,941,253,0.269,84,28,54,1.93,9,0.32,21,10,31,0.75,15,15,356,0.378,11,0.39,142,5.1,4/25/10
Hartford,2010,besr,32,1043,278,0.267,99,32,57,1.78,17,0.53,29,11,40,0.91,12,15,396,0.38,5,0.16,171,5.3,4/25/10
Harvard,2010,besr,36,1139,303,0.266,144,36,59,1.64,12,0.33,48,23,71,1.33,12,12,418,0.367,10,0.28,179,5,4/25/10
Centenary (LA),2010,besr,35,1132,299,0.264,145,35,62,1.77,19,0.54,52,16,68,1.49,12,30,428,0.378,5,0.14,192,5.5,4/25/10
IPFW,2010,besr,38,1271,335,0.264,121,38,61,1.61,33,0.87,19,15,34,0.5,9,9,503,0.396,4,0.11,175,4.6,4/25/10
Alabama St.,2010,besr,26,862,227,0.263,94,26,57,2.19,10,0.38,47,16,63,1.81,3,9,318,0.369,2,0.08,158,6.1,4/25/10
Cleveland St.,2010,besr,37,1277,336,0.263,109,37,82,2.22,35,0.95,37,22,59,1,8,22,547,0.428,12,0.32,217,5.9,4/25/10
Albany (NY),2010,besr,33,1076,280,0.26,138,33,38,1.15,21,0.64,43,13,56,1.3,12,12,389,0.362,4,0.12,162,4.9,4/25/10
Northern Ill.,2010,besr,39,1322,344,0.26,158,39,51,1.31,16,0.41,52,13,65,1.33,15,30,455,0.344,6,0.15,198,5.1,4/25/10
Alabama A&M,2010,besr,41,1215,315,0.259,136,41,55,1.34,12,0.29,110,25,135,2.68,12,13,426,0.351,10,0.24,215,5.2,4/25/10
Princeton,2010,besr,37,1259,325,0.258,119,37,52,1.41,32,0.86,20,6,26,0.54,13,15,483,0.384,5,0.14,183,4.9,4/25/10
Oakland,2010,besr,33,1070,276,0.258,97,33,54,1.64,13,0.39,35,15,50,1.06,8,16,383,0.358,7,0.21,128,3.9,4/25/10
UNC Greensboro,2010,besr,40,1355,348,0.257,192,40,67,1.68,24,0.6,44,14,58,1.1,16,34,515,0.38,14,0.35,244,6.1,4/25/10
Oregon St.,2010,besr,34,1136,291,0.256,157,34,72,2.12,22,0.65,28,12,40,0.82,14,24,441,0.388,6,0.18,210,6.2,4/25/10
Maryland,2010,besr,43,1398,358,0.256,145,43,65,1.51,24,0.56,97,38,135,2.26,19,46,499,0.357,2,0.05,195,4.5,4/25/10
UMBC,2010,besr,32,1056,265,0.251,119,32,48,1.5,13,0.41,18,7,25,0.56,10,12,364,0.345,6,0.19,145,4.5,4/25/10
Seton Hall,2010,besr,37,1216,300,0.247,152,37,62,1.68,7,0.19,36,15,51,0.97,24,34,415,0.341,16,0.43,177,4.8,4/25/10
UMES,2010,besr,38,1155,281,0.243,112,38,40,1.05,12,0.32,62,16,78,1.63,8,17,373,0.323,8,0.21,144,3.8,4/25/10
Cincinnati,2010,besr,38,1234,296,0.24,135,38,48,1.26,18,0.47,46,19,65,1.21,17,24,404,0.327,3,0.08,181,4.8,4/25/10
Georgia St.,2010,besr,45,1667,621,0.373,251,45,119,2.64,77,1.71,72,20,92,1.6,42,34,1001,0.6,15,0.33,527,11.7,5/2/10
Pittsburgh,2010,besr,42,1600,592,0.37,184,42,122,2.9,33,0.79,74,21,95,1.76,21,25,843,0.527,15,0.36,417,9.9,5/2/10
Utah Valley,2010,besr,39,1470,537,0.365,151,39,130,3.33,56,1.44,26,12,38,0.67,15,6,865,0.588,15,0.38,376,9.6,5/2/10
New Mexico St.,2010,besr,48,1783,646,0.362,326,48,126,2.63,96,2,20,5,25,0.42,23,11,1088,0.61,14,0.29,536,11.2,5/2/10
New Mexico,2010,besr,45,1679,597,0.356,181,45,128,2.84,31,0.69,33,24,57,0.73,23,43,856,0.51,19,0.42,395,8.8,5/2/10
Southeast Mo. St.,2010,besr,43,1553,552,0.355,153,43,103,2.4,67,1.56,38,17,55,0.88,24,12,868,0.559,6,0.14,375,8.7,5/2/10
Arizona St.,2010,besr,43,1503,523,0.348,228,43,107,2.49,42,0.98,91,32,123,2.12,18,17,814,0.542,29,0.67,381,8.9,5/2/10
Auburn,2010,besr,45,1631,567,0.348,178,45,93,2.07,81,1.8,48,20,68,1.07,31,42,929,0.57,13,0.29,409,9.1,5/2/10
South Dakota St.,2010,besr,42,1553,538,0.346,160,42,107,2.55,58,1.38,31,10,41,0.74,22,23,841,0.542,11,0.26,412,9.8,5/2/10
Wright St.,2010,besr,40,1471,508,0.345,141,40,93,2.33,33,0.83,37,18,55,0.93,22,49,742,0.504,21,0.53,337,8.4,5/2/10
Virginia,2010,besr,48,1732,598,0.345,238,48,133,2.77,42,0.88,73,19,92,1.52,39,26,911,0.526,27,0.56,418,8.7,5/2/10
Campbell,2010,besr,45,1636,563,0.344,160,45,132,2.93,25,0.56,111,24,135,2.47,22,34,800,0.489,15,0.33,399,8.9,5/2/10
Central Conn. St.,2010,besr,35,1244,426,0.342,141,35,80,2.29,37,1.06,21,4,25,0.6,15,12,641,0.515,12,0.34,286,8.2,5/2/10
Charlotte,2010,besr,42,1498,509,0.34,213,42,86,2.05,36,0.86,71,19,90,1.69,22,25,725,0.484,11,0.26,392,9.3,5/2/10
Bethune-Cookman,2010,besr,46,1572,534,0.34,146,46,102,2.22,67,1.46,64,25,89,1.39,16,18,867,0.552,15,0.33,372,8.1,5/2/10
Arizona,2010,besr,42,1494,507,0.339,140,42,91,2.17,24,0.57,79,28,107,1.88,19,36,712,0.477,21,0.5,329,7.8,5/2/10
High Point,2010,besr,45,1605,544,0.339,183,45,112,2.49,44,0.98,82,27,109,1.82,27,36,808,0.503,10,0.22,393,8.7,5/2/10
Morehead St.,2010,besr,42,1504,509,0.338,163,42,80,1.9,88,2.1,49,16,65,1.17,22,6,873,0.58,10,0.24,392,9.3,5/2/10
NYIT,2010,besr,37,1286,435,0.338,140,37,68,1.84,43,1.16,64,13,77,1.73,15,30,642,0.499,5,0.14,288,7.8,5/2/10
Dallas Baptist,2010,besr,43,1570,531,0.338,204,43,109,2.53,68,1.58,24,8,32,0.56,22,19,860,0.548,8,0.19,376,8.7,5/2/10
East Tenn. St.,2010,besr,44,1624,549,0.338,204,44,112,2.55,73,1.66,43,17,60,0.98,17,17,902,0.555,11,0.25,401,9.1,5/2/10
Kansas St.,2010,besr,42,1447,489,0.338,202,42,101,2.4,27,0.64,94,29,123,2.24,21,45,691,0.478,10,0.24,358,8.5,5/2/10
Cal St. Fullerton,2010,besr,41,1453,491,0.338,129,41,104,2.54,41,1,72,28,100,1.76,20,43,754,0.519,18,0.44,316,7.7,5/2/10
Mercer,2010,besr,48,1760,593,0.337,194,48,130,2.71,71,1.48,72,13,85,1.5,28,27,950,0.54,7,0.15,408,8.5,5/2/10
North Carolina St.,2010,besr,46,1731,582,0.336,256,46,123,2.67,66,1.43,36,14,50,0.78,21,18,925,0.534,11,0.24,439,9.5,5/2/10
TCU,2010,besr,43,1558,523,0.336,162,43,128,2.98,60,1.4,48,23,71,1.12,22,37,859,0.551,14,0.33,372,8.7,5/2/10
Louisiana Tech,2010,besr,43,1564,524,0.335,149,43,99,2.3,61,1.42,38,22,60,0.88,24,14,818,0.523,6,0.14,367,8.5,5/2/10
FIU,2010,besr,43,1508,505,0.335,196,43,89,2.07,36,0.84,65,18,83,1.51,33,23,714,0.473,6,0.14,328,7.6,5/2/10
St. John's (NY),2010,besr,42,1523,509,0.334,174,42,112,2.67,36,0.86,54,15,69,1.29,19,34,761,0.5,16,0.38,356,8.5,5/2/10
Binghamton,2010,besr,38,1355,452,0.334,146,38,79,2.08,40,1.05,62,15,77,1.63,18,18,673,0.497,11,0.29,304,8,5/2/10
UCF,2010,besr,46,1655,552,0.334,210,46,106,2.3,63,1.37,59,17,76,1.28,20,23,857,0.518,5,0.11,361,7.8,5/2/10
VMI,2010,besr,46,1631,542,0.332,138,46,111,2.41,71,1.54,69,31,100,1.5,19,34,888,0.544,11,0.24,368,8,5/2/10
Michigan St.,2010,besr,42,1507,499,0.331,153,42,93,2.21,30,0.71,77,27,104,1.83,24,27,722,0.479,20,0.48,336,8,5/2/10
Delaware,2010,besr,41,1498,495,0.33,146,41,110,2.68,53,1.29,34,21,55,0.83,15,3,782,0.522,9,0.22,319,7.8,5/2/10
Stephen F. Austin,2010,besr,42,1494,493,0.33,163,42,116,2.76,44,1.05,73,26,99,1.74,25,25,757,0.507,8,0.19,324,7.7,5/2/10
