,name,g,ab,h,ba,bb,2b,2b.pg,pg,hr,hr.pg,sb,cs,sba,sb.pg,sf,sh,tb,slg.pct,3b,3b.pg,r,r.pg,through
1593,Ark.-Pine Bluff,39,1264,357,0.282,145,39,75,1.92,9,0.23,20,9,29,0.51,12,15,503,0.398,22,0.56,210,5.4,4/24/11
1594,Indiana St.,38,1296,366,0.282,156,38,75,1.97,19,0.5,34,20,54,0.89,16,22,532,0.41,17,0.45,238,6.3,4/24/11
1595,UALR,39,1314,371,0.282,171,39,77,1.97,22,0.56,32,19,51,0.82,18,27,524,0.399,5,0.13,214,5.5,4/24/11
1596,Navy,42,1389,392,0.282,177,42,70,1.67,16,0.38,51,13,64,1.21,19,17,550,0.396,20,0.48,281,6.7,4/24/11
1597,Grambling,37,1265,357,0.282,175,37,51,1.38,15,0.41,64,24,88,1.73,19,24,515,0.407,31,0.84,274,7.4,4/24/11
1598,Kennesaw St.,43,1446,408,0.282,211,43,102,2.37,28,0.65,43,19,62,1,19,21,616,0.426,11,0.26,270,6.3,4/24/11
1599,Mississippi St.,40,1322,373,0.282,172,40,60,1.5,15,0.38,59,19,78,1.48,15,35,500,0.378,11,0.28,239,6,4/24/11
1600,Buffalo,35,1185,334,0.282,126,35,71,2.03,33,0.94,30,10,40,0.86,17,20,514,0.434,5,0.14,199,5.7,4/24/11
1601,Northern Colo.,38,1249,352,0.282,139,38,70,1.84,11,0.29,43,27,70,1.13,21,33,479,0.384,12,0.32,217,5.7,4/24/11
1602,Northern Ill.,37,1255,353,0.281,160,37,66,1.78,13,0.35,43,20,63,1.16,12,24,482,0.384,12,0.32,217,5.9,4/24/11
1603,Milwaukee,36,1253,352,0.281,125,36,54,1.5,14,0.39,44,18,62,1.22,18,25,456,0.364,4,0.11,174,4.8,4/24/11
1604,Prairie View,37,1165,327,0.281,155,37,60,1.62,8,0.22,43,11,54,1.16,13,29,445,0.382,17,0.46,205,5.5,4/24/11
1605,Eastern Ky.,40,1326,372,0.281,134,40,59,1.48,27,0.68,51,20,71,1.28,10,18,524,0.395,6,0.15,200,5,4/24/11
1606,North Carolina St.,42,1419,398,0.28,186,42,84,2,23,0.55,24,12,36,0.57,12,18,575,0.405,12,0.29,243,5.8,4/24/11
1607,Yale,37,1202,337,0.28,120,37,61,1.65,13,0.35,43,25,68,1.16,11,33,451,0.375,7,0.19,203,5.5,4/24/11
1608,Bucknell,44,1441,404,0.28,160,44,77,1.75,44,1,17,7,24,0.39,12,27,629,0.437,8,0.18,245,5.6,4/24/11
1609,Air Force,40,1345,377,0.28,106,40,72,1.8,20,0.5,41,20,61,1.03,11,31,535,0.398,13,0.33,206,5.2,4/24/11
1610,Rider,35,1153,323,0.28,125,35,57,1.63,11,0.31,41,14,55,1.17,21,25,419,0.363,3,0.09,201,5.7,4/24/11
1611,Canisius,37,1236,346,0.28,145,37,63,1.7,28,0.76,55,15,70,1.49,17,38,513,0.415,10,0.27,256,6.9,4/24/11
1612,Hofstra,33,1087,304,0.28,107,33,55,1.67,16,0.48,31,27,58,0.94,12,20,421,0.387,7,0.21,159,4.8,4/24/11
1613,Duke,43,1441,403,0.28,151,43,82,1.91,8,0.19,72,20,92,1.67,22,28,545,0.378,18,0.42,237,5.5,4/24/11
1614,Utah Valley,33,1180,330,0.28,131,33,70,2.12,16,0.48,36,16,52,1.09,10,26,472,0.4,12,0.36,190,5.8,4/24/11
1615,Appalachian St.,42,1399,391,0.279,168,42,68,1.62,26,0.62,61,29,90,1.45,15,17,553,0.395,8,0.19,229,5.5,4/24/11
1616,IPFW,34,1097,306,0.279,141,34,49,1.44,3,0.09,21,9,30,0.62,15,13,370,0.337,3,0.09,180,5.3,4/24/11
1617,Columbia,36,1166,325,0.279,127,36,57,1.58,22,0.61,50,16,66,1.39,14,20,460,0.395,6,0.17,188,5.2,4/24/11
1618,Eastern Ill.,36,1195,333,0.279,92,36,63,1.75,22,0.61,18,10,28,0.5,5,23,468,0.392,3,0.08,186,5.2,4/24/11
1619,UC Riverside,33,1153,321,0.278,132,33,66,2,7,0.21,24,9,33,0.73,11,33,418,0.363,5,0.15,175,5.3,4/24/11
1620,Bowling Green,36,1247,347,0.278,153,36,55,1.53,15,0.42,37,9,46,1.03,12,32,467,0.374,10,0.28,197,5.5,4/24/11
1621,Mt. St. Mary's,36,1151,320,0.278,113,36,55,1.53,15,0.42,47,25,72,1.31,12,16,432,0.375,6,0.17,172,4.8,4/24/11
1622,Gonzaga,36,1232,342,0.278,105,36,72,2,18,0.5,24,15,39,0.67,16,38,486,0.394,9,0.25,195,5.4,4/24/11
1623,Penn St.,37,1247,346,0.277,157,37,76,2.05,19,0.51,36,11,47,0.97,9,15,505,0.405,13,0.35,219,5.9,4/24/11
1624,Georgia,41,1382,383,0.277,100,41,68,1.66,22,0.54,36,10,46,0.88,20,20,531,0.384,7,0.17,202,4.9,4/24/11
1625,Wagner,39,1249,345,0.276,119,39,69,1.77,10,0.26,61,23,84,1.56,16,25,454,0.363,5,0.13,174,4.5,4/24/11
1626,Samford,41,1348,372,0.276,158,41,63,1.54,31,0.76,28,12,40,0.68,16,24,548,0.407,10,0.24,235,5.7,4/24/11
1627,Saint Louis,40,1407,388,0.276,173,40,74,1.85,11,0.28,54,12,66,1.35,18,18,503,0.357,4,0.1,220,5.5,4/24/11
1628,Alcorn,39,1316,362,0.275,167,39,69,1.77,21,0.54,95,24,119,2.44,23,20,510,0.388,8,0.21,244,6.3,4/24/11
1629,Lamar,41,1367,376,0.275,195,41,72,1.76,12,0.29,41,18,59,1,16,29,496,0.363,6,0.15,223,5.4,4/24/11
1630,Rice,44,1462,402,0.275,221,44,60,1.36,16,0.36,37,17,54,0.84,24,40,522,0.357,6,0.14,242,5.5,4/24/11
1631,Bradley,38,1262,347,0.275,163,38,59,1.55,10,0.26,74,23,97,1.95,18,49,464,0.368,14,0.37,220,5.8,4/24/11
1632,Baylor,41,1415,389,0.275,181,41,66,1.61,24,0.59,69,13,82,1.68,16,26,565,0.399,19,0.46,226,5.5,4/24/11
1633,Wofford,41,1376,378,0.275,163,41,59,1.44,15,0.37,66,16,82,1.61,12,26,516,0.375,17,0.41,220,5.4,4/24/11
1634,St. John's (NY),34,1165,320,0.275,168,34,60,1.76,19,0.56,55,17,72,1.62,13,16,451,0.387,7,0.21,217,6.4,4/24/11
1635,Nebraska,41,1384,380,0.275,132,41,73,1.78,27,0.66,44,22,66,1.07,18,42,550,0.397,8,0.2,239,5.8,4/24/11
1636,BYU,36,1242,341,0.275,150,36,69,1.92,23,0.64,49,14,63,1.36,13,36,515,0.415,18,0.5,212,5.9,4/24/11
1637,Oregon St.,37,1224,336,0.275,183,37,71,1.92,13,0.35,36,9,45,0.97,16,39,456,0.373,5,0.14,238,6.4,4/24/11
1638,Georgetown,41,1388,381,0.274,149,41,84,2.05,24,0.59,57,22,79,1.39,14,16,553,0.398,8,0.2,242,5.9,4/24/11
1639,Miami (OH),40,1363,374,0.274,140,40,72,1.8,21,0.53,74,17,91,1.85,18,29,529,0.388,10,0.25,228,5.7,4/24/11
1640,Boston College,37,1245,341,0.274,133,37,69,1.86,10,0.27,21,21,42,0.57,10,11,462,0.371,11,0.3,173,4.7,4/24/11
1641,Delaware,39,1373,376,0.274,123,39,79,2.03,35,0.9,14,11,25,0.36,19,8,574,0.418,7,0.18,229,5.9,4/24/11
1642,St. Bonaventure,31,1001,274,0.274,109,31,42,1.35,13,0.42,25,20,45,0.81,13,22,363,0.363,4,0.13,148,4.8,4/24/11
1643,Central Ark.,40,1320,361,0.273,194,40,64,1.6,19,0.48,42,11,53,1.05,21,44,520,0.394,19,0.48,254,6.4,4/24/11
1644,UT Martin,39,1331,364,0.273,138,39,73,1.87,18,0.46,38,4,42,0.97,16,20,507,0.381,8,0.21,228,5.8,4/24/11
1645,New Mexico,40,1375,376,0.273,122,40,69,1.73,11,0.28,21,11,32,0.53,15,32,500,0.364,11,0.28,204,5.1,4/24/11
1646,Lipscomb,41,1408,385,0.273,118,41,68,1.66,20,0.49,42,8,50,1.02,13,20,525,0.373,6,0.15,199,4.9,4/24/11
1647,Miami (FL),40,1313,359,0.273,184,40,74,1.85,22,0.55,75,17,92,1.88,12,44,517,0.394,9,0.23,223,5.6,4/24/11
1648,Oakland,31,1029,281,0.273,133,31,45,1.45,7,0.23,70,17,87,2.26,15,22,353,0.343,3,0.1,148,4.8,4/24/11
1649,NYIT,29,905,247,0.273,92,29,34,1.17,16,0.55,34,16,50,1.17,4,19,331,0.366,1,0.03,124,4.3,4/24/11
1650,La.-Monroe,39,1305,356,0.273,168,39,69,1.77,23,0.59,48,15,63,1.23,17,30,504,0.386,5,0.13,223,5.7,4/24/11
1651,William & Mary,42,1372,373,0.272,169,42,70,1.67,13,0.31,51,27,78,1.21,16,50,490,0.357,4,0.1,211,5,4/24/11
1652,Northwestern,36,1213,329,0.271,120,36,70,1.94,12,0.33,16,12,28,0.44,20,30,457,0.377,11,0.31,180,5,4/24/11
1653,Mississippi Val.,42,1317,357,0.271,166,42,73,1.74,13,0.31,95,36,131,2.26,17,27,501,0.38,16,0.38,252,6,4/24/11
1654,San Jose St.,41,1377,373,0.271,171,41,59,1.44,13,0.32,48,22,70,1.17,13,40,497,0.361,13,0.32,239,5.8,4/24/11
1655,Florida A&M,45,1403,380,0.271,117,45,63,1.4,12,0.27,44,20,64,0.98,13,28,509,0.363,15,0.33,217,4.8,4/24/11
1656,Southern Ill.,39,1337,362,0.271,127,39,72,1.85,18,0.46,20,14,34,0.51,22,25,502,0.375,7,0.18,184,4.7,4/24/11
1657,Ill.-Chicago,35,1138,308,0.271,153,35,56,1.6,9,0.26,41,24,65,1.17,12,49,405,0.356,7,0.2,189,5.4,4/24/11
1658,Cal St. Fullerton,39,1228,332,0.27,118,39,46,1.18,11,0.28,58,39,97,1.49,24,59,443,0.361,16,0.41,200,5.1,4/24/11
1659,Santa Clara,36,1225,331,0.27,96,36,53,1.47,9,0.25,28,17,45,0.78,10,42,415,0.339,2,0.06,173,4.8,4/24/11
1660,Illinois,35,1203,325,0.27,104,35,55,1.57,17,0.49,59,23,82,1.69,15,12,451,0.375,10,0.29,188,5.4,4/24/11
1661,Washington St.,34,1122,303,0.27,97,34,52,1.53,21,0.62,25,17,42,0.74,13,19,440,0.392,11,0.32,167,4.9,4/24/11
1662,Fairleigh Dickinson,36,1160,313,0.27,77,36,63,1.75,13,0.36,17,5,22,0.47,12,25,429,0.37,7,0.19,152,4.2,4/24/11
1663,North Dakota St.,31,1046,282,0.27,94,31,43,1.39,6,0.19,20,10,30,0.65,12,33,347,0.332,2,0.06,133,4.3,4/24/11
1664,San Diego,37,1291,348,0.27,106,37,61,1.65,11,0.3,62,17,79,1.68,10,26,452,0.35,5,0.14,168,4.5,4/24/11
1665,UCLA,35,1165,314,0.27,120,35,69,1.97,9,0.26,47,22,69,1.34,6,39,424,0.364,7,0.2,161,4.6,4/24/11
1666,Arkansas,39,1258,339,0.269,133,39,67,1.72,24,0.62,73,16,89,1.87,21,40,498,0.396,10,0.26,218,5.6,4/24/11
1667,UMES,39,1251,337,0.269,110,39,59,1.51,13,0.33,40,9,49,1.03,17,6,479,0.383,22,0.56,196,5,4/24/11
1668,Coastal Caro.,41,1397,376,0.269,170,41,83,2.02,31,0.76,61,10,71,1.49,16,47,574,0.411,11,0.27,255,6.2,4/24/11
1669,Alabama,43,1386,373,0.269,166,43,79,1.84,12,0.28,32,14,46,0.74,12,39,508,0.367,10,0.23,220,5.1,4/24/11
1670,Chicago St.,32,1046,281,0.269,120,32,33,1.03,7,0.22,28,12,40,0.88,7,13,347,0.332,6,0.19,157,4.9,4/24/11
1671,Fordham,39,1355,364,0.269,125,39,70,1.79,17,0.44,61,23,84,1.56,14,16,503,0.371,9,0.23,205,5.3,4/24/11
1672,Iowa,37,1222,328,0.268,155,37,54,1.46,7,0.19,45,22,67,1.22,19,61,421,0.345,9,0.24,189,5.1,4/24/11
1673,Creighton,37,1211,325,0.268,126,37,65,1.76,26,0.7,50,17,67,1.35,17,52,494,0.408,13,0.35,206,5.6,4/24/11
1674,Toledo,39,1314,352,0.268,101,39,60,1.54,11,0.28,58,19,77,1.49,16,28,457,0.348,6,0.15,175,4.5,4/24/11
1675,Furman,42,1415,379,0.268,185,42,77,1.83,16,0.38,43,18,61,1.02,18,36,528,0.373,12,0.29,220,5.2,4/24/11
1676,St. Mary's (CA),34,1173,314,0.268,88,34,53,1.56,11,0.32,30,8,38,0.88,8,36,412,0.351,6,0.18,155,4.6,4/24/11
1677,Kansas St.,39,1267,339,0.268,141,39,66,1.69,17,0.44,75,17,92,1.92,20,41,472,0.373,8,0.21,204,5.2,4/24/11
1678,Princeton,34,1167,312,0.267,106,34,50,1.47,13,0.38,28,8,36,0.82,10,15,421,0.361,10,0.29,171,5,4/24/11
1679,UAB,40,1350,360,0.267,177,40,52,1.3,11,0.28,47,15,62,1.18,20,54,463,0.343,9,0.23,200,5,4/24/11
1680,Alabama St.,35,1185,316,0.267,127,35,60,1.71,11,0.31,81,20,101,2.31,12,17,431,0.364,11,0.31,203,5.8,4/24/11
1681,Iona,36,1189,317,0.267,140,36,72,2,19,0.53,61,29,90,1.69,9,18,460,0.387,7,0.19,180,5,4/24/11
1682,Maine,35,1146,305,0.266,103,35,40,1.14,14,0.4,45,8,53,1.29,12,29,401,0.35,7,0.2,161,4.6,4/24/11
1683,Marshall,38,1270,338,0.266,141,38,57,1.5,18,0.47,63,25,88,1.66,21,19,477,0.376,14,0.37,196,5.2,4/24/11
1684,Southern California,39,1255,334,0.266,129,39,51,1.31,14,0.36,28,21,49,0.72,16,35,441,0.351,7,0.18,182,4.7,4/24/11
1685,Louisiana Tech,40,1306,347,0.266,156,40,56,1.4,14,0.35,41,24,65,1.03,16,23,447,0.342,1,0.03,194,4.9,4/24/11
1686,Cal St. Northridge,39,1266,336,0.265,130,39,66,1.69,16,0.41,38,11,49,0.97,17,27,466,0.368,8,0.21,200,5.1,4/24/11
1687,Cal Poly,35,1124,298,0.265,130,35,73,2.09,9,0.26,22,14,36,0.63,19,49,408,0.363,5,0.14,164,4.7,4/24/11
1688,Oral Roberts,35,1162,308,0.265,172,35,69,1.97,16,0.46,29,8,37,0.83,10,32,431,0.371,3,0.09,186,5.3,4/24/11
1689,San Francisco,40,1367,362,0.265,123,40,81,2.03,17,0.43,33,17,50,0.83,13,25,514,0.376,10,0.25,178,4.5,4/24/11
1690,Centenary (LA),28,865,229,0.265,62,28,41,1.46,9,0.32,48,21,69,1.71,10,20,305,0.353,4,0.14,109,3.9,4/24/11
1691,Quinnipiac,36,1154,305,0.264,111,36,40,1.11,8,0.22,40,9,49,1.11,13,10,371,0.321,1,0.03,152,4.2,4/24/11
1692,South Fla.,39,1346,355,0.264,109,39,48,1.23,15,0.38,29,14,43,0.74,13,32,466,0.346,9,0.23,176,4.5,4/24/11
1693,Northwestern St.,41,1422,375,0.264,125,41,63,1.54,15,0.37,42,17,59,1.02,13,28,493,0.347,5,0.12,191,4.7,4/24/11
1694,Nevada,35,1134,299,0.264,122,35,59,1.69,22,0.63,21,18,39,0.6,9,28,444,0.392,10,0.29,156,4.5,4/24/11
1695,Army,35,1108,292,0.264,115,35,47,1.34,24,0.69,46,10,56,1.31,9,25,421,0.38,5,0.14,191,5.5,4/24/11
1696,Texas,40,1299,342,0.263,186,40,82,2.05,7,0.18,48,11,59,1.2,10,64,479,0.369,17,0.43,213,5.3,4/24/11
1697,Arkansas St.,43,1455,383,0.263,207,43,72,1.67,17,0.4,36,12,48,0.84,17,36,516,0.355,5,0.12,225,5.2,4/24/11
1698,Saint Peter's,34,1065,280,0.263,89,34,45,1.32,6,0.18,47,13,60,1.38,9,15,359,0.337,8,0.24,145,4.3,4/24/11
1699,Western Ill.,40,1355,355,0.262,138,40,66,1.65,26,0.65,45,21,66,1.13,11,38,503,0.371,2,0.05,206,5.2,4/24/11
1700,Long Beach St.,37,1218,318,0.261,91,37,47,1.27,8,0.22,30,20,50,0.81,10,51,405,0.333,8,0.22,137,3.7,4/24/11
1701,Missouri,39,1287,336,0.261,162,39,48,1.23,10,0.26,77,31,108,1.97,12,30,428,0.333,7,0.18,173,4.4,4/24/11
1702,Albany (NY),33,1098,286,0.26,151,33,56,1.7,18,0.55,31,13,44,0.94,17,23,426,0.388,15,0.45,190,5.8,4/24/11
1703,Nicholls St.,40,1339,348,0.26,123,40,46,1.15,7,0.18,49,21,70,1.23,12,26,433,0.323,9,0.23,214,5.4,4/24/11
1704,George Washington,40,1352,351,0.26,143,40,67,1.68,20,0.5,51,21,72,1.28,15,38,484,0.358,3,0.08,176,4.4,4/24/11
1705,Tulane,40,1302,338,0.26,158,40,62,1.55,16,0.4,36,18,54,0.9,10,27,464,0.356,8,0.2,190,4.8,4/24/11
1706,Minnesota,29,961,249,0.259,94,29,49,1.69,7,0.24,22,12,34,0.76,11,16,335,0.349,8,0.28,119,4.1,4/24/11
1707,Louisville,39,1274,330,0.259,146,39,64,1.64,18,0.46,47,20,67,1.21,14,23,470,0.369,11,0.28,179,4.6,4/24/11
1708,UC Santa Barbara,34,1124,290,0.258,94,34,69,2.03,12,0.35,32,16,48,0.94,13,23,419,0.373,12,0.35,156,4.6,4/24/11
1709,Ohio,40,1363,351,0.258,132,40,63,1.58,28,0.7,33,16,49,0.83,14,29,526,0.386,14,0.35,211,5.3,4/24/11
1710,Villanova,37,1228,316,0.257,127,37,53,1.43,10,0.27,37,11,48,1,10,32,411,0.335,6,0.16,148,4,4/24/11
1711,Old Dominion,41,1380,355,0.257,164,41,77,1.88,33,0.8,29,12,41,0.71,5,33,545,0.395,7,0.17,225,5.5,4/24/11
1712,UMBC,31,1020,262,0.257,69,31,52,1.68,3,0.1,14,11,25,0.45,6,16,333,0.326,5,0.16,115,3.7,4/24/11
1713,Hawaii,39,1276,327,0.256,173,39,72,1.85,10,0.26,49,16,65,1.26,12,29,457,0.358,14,0.36,197,5.1,4/24/11
1714,Central Mich.,40,1399,358,0.256,146,40,83,2.08,16,0.4,43,6,49,1.08,18,27,519,0.371,15,0.38,215,5.4,4/24/11
1715,Portland,36,1237,316,0.255,114,36,66,1.83,18,0.5,21,12,33,0.58,9,23,448,0.362,6,0.17,156,4.3,4/24/11
1716,Northeastern,36,1211,309,0.255,79,36,49,1.36,7,0.19,53,18,71,1.47,9,22,397,0.328,9,0.25,136,3.8,4/24/11
1717,Le Moyne,38,1262,322,0.255,120,38,46,1.21,15,0.39,45,19,64,1.18,8,28,423,0.335,5,0.13,187,4.9,4/24/11
1718,UC Davis,33,1095,278,0.254,88,33,39,1.18,10,0.3,25,23,48,0.76,9,30,359,0.328,6,0.18,116,3.5,4/24/11
1719,Towson,37,1194,302,0.253,142,37,72,1.95,13,0.35,41,18,59,1.11,17,30,425,0.356,6,0.16,174,4.7,4/24/11
1720,Western Mich.,39,1292,326,0.252,112,39,58,1.49,6,0.15,30,21,51,0.77,12,50,410,0.317,4,0.1,173,4.4,4/24/11
1721,Niagara,36,1158,292,0.252,86,36,63,1.75,12,0.33,33,20,53,0.92,9,8,399,0.345,4,0.11,126,3.5,4/24/11
1722,Cornell,34,1076,271,0.252,101,34,44,1.29,18,0.53,23,13,36,0.68,7,22,389,0.362,10,0.29,148,4.4,4/24/11
1723,Siena,40,1239,312,0.252,127,40,47,1.18,22,0.55,37,15,52,0.93,18,30,431,0.348,3,0.08,191,4.8,4/24/11
1724,Valparaiso,39,1301,327,0.251,133,39,57,1.46,11,0.28,51,13,64,1.31,16,25,443,0.341,13,0.33,193,4.9,4/24/11
1725,UNC Greensboro,38,1288,323,0.251,177,38,56,1.47,19,0.5,34,9,43,0.89,15,51,460,0.357,12,0.32,208,5.5,4/24/11
1726,Ball St.,37,1253,314,0.251,125,37,52,1.41,18,0.49,47,24,71,1.27,12,25,440,0.351,10,0.27,179,4.8,4/24/11
1727,Michigan,38,1279,320,0.25,126,38,57,1.5,9,0.24,57,17,74,1.5,9,27,414,0.324,5,0.13,151,4,4/24/11
1728,Elon,42,1391,348,0.25,208,42,54,1.29,24,0.57,69,33,102,1.64,13,32,506,0.364,16,0.38,246,5.9,4/24/11
1729,Kansas,40,1300,324,0.249,131,40,62,1.55,20,0.5,34,21,55,0.85,10,27,460,0.354,7,0.18,155,3.9,4/24/11
1730,San Diego St.,40,1334,331,0.248,187,40,67,1.68,16,0.4,34,13,47,0.85,12,26,466,0.349,10,0.25,193,4.8,4/24/11
1731,Seton Hall,36,1219,302,0.248,101,36,43,1.19,9,0.25,34,16,50,0.94,12,43,382,0.313,5,0.14,153,4.3,4/24/11
1732,Alabama A&M,38,1121,277,0.247,68,38,38,1,4,0.11,52,22,74,1.37,5,15,351,0.313,12,0.32,115,3,4/24/11
1733,Rutgers,36,1256,310,0.247,119,36,58,1.61,10,0.28,21,13,34,0.58,14,23,416,0.331,9,0.25,168,4.7,4/24/11
1734,Pepperdine,38,1289,318,0.247,103,38,56,1.47,13,0.34,35,14,49,0.92,13,56,421,0.327,4,0.11,157,4.1,4/24/11
1735,Davidson,38,1246,307,0.246,171,38,73,1.92,12,0.32,43,16,59,1.13,13,33,426,0.342,5,0.13,171,4.5,4/24/11
1736,Maryland,42,1348,331,0.246,157,42,62,1.48,13,0.31,74,19,93,1.76,13,28,440,0.326,4,0.1,182,4.3,4/24/11
1737,Washington,37,1231,302,0.245,101,37,60,1.62,6,0.16,12,14,26,0.32,4,49,388,0.315,4,0.11,154,4.2,4/24/11
1738,Saint Joseph's,39,1312,321,0.245,162,39,49,1.26,5,0.13,35,17,52,0.9,11,18,395,0.301,5,0.13,169,4.3,4/24/11
1739,Oregon,38,1254,304,0.242,144,38,59,1.55,10,0.26,45,20,65,1.18,19,49,403,0.321,5,0.13,170,4.5,4/24/11
1740,Fairfield,32,1056,254,0.241,98,32,57,1.78,4,0.13,47,13,60,1.47,9,14,335,0.317,6,0.19,133,4.2,4/24/11
1741,Youngstown St.,37,1199,287,0.239,124,37,38,1.03,2,0.05,35,19,54,0.95,9,36,341,0.284,5,0.14,111,3,4/24/11
1742,NJIT,34,1127,267,0.237,107,34,48,1.41,11,0.32,14,10,24,0.41,13,26,362,0.321,7,0.21,138,4.1,4/24/11
1743,Harvard,40,1226,289,0.236,108,40,54,1.35,11,0.28,46,25,71,1.15,8,24,380,0.31,2,0.05,134,3.4,4/24/11
1744,Notre Dame,35,1134,267,0.235,114,35,56,1.6,9,0.26,38,24,62,1.09,6,50,360,0.317,5,0.14,131,3.7,4/24/11
1745,Sacramento St.,41,1336,309,0.231,108,41,65,1.59,13,0.32,24,13,37,0.59,14,7,419,0.314,3,0.07,137,3.3,4/24/11
1746,Brown,32,984,224,0.228,75,32,36,1.13,12,0.38,31,10,41,0.97,5,19,300,0.305,2,0.06,117,3.7,4/24/11
1747,Akron,38,1240,279,0.225,96,38,51,1.34,11,0.29,21,11,32,0.55,8,25,381,0.307,9,0.24,109,2.9,4/24/11
1748,Hartford,32,980,220,0.224,91,32,43,1.34,10,0.31,17,18,35,0.53,7,24,309,0.315,8,0.25,100,3.1,4/24/11
1749,Cleveland St.,35,1143,255,0.223,128,35,45,1.29,8,0.23,57,18,75,1.63,13,25,332,0.29,4,0.11,130,3.7,4/24/11
1750,Wake Forest,41,1346,299,0.222,201,41,63,1.54,37,0.9,73,18,91,1.78,20,13,479,0.356,3,0.07,196,4.8,4/24/11
1751,New Orleans,40,1285,274,0.213,120,40,49,1.23,10,0.25,12,17,29,0.3,10,16,361,0.281,4,0.1,107,2.7,4/24/11
1752,Coppin St.,36,1049,223,0.213,129,36,41,1.14,6,0.17,46,25,71,1.28,7,8,294,0.28,6,0.17,119,3.3,4/24/11
1753,Temple,41,1565,528,0.337,116,41,112,2.73,34,0.83,36,8,44,0.88,26,25,756,0.483,7,0.17,344,8.4,5/1/11
1754,New Mexico St.,44,1476,496,0.336,257,44,96,2.18,30,0.68,27,12,39,0.61,35,18,700,0.474,9,0.2,395,9,5/1/11
1755,James Madison,45,1604,525,0.327,234,45,102,2.27,68,1.51,132,34,166,2.93,38,30,877,0.547,23,0.51,435,9.7,5/1/11
1756,Arizona,43,1497,486,0.325,120,43,90,2.09,23,0.53,51,23,74,1.19,27,30,683,0.456,19,0.44,300,7,5/1/11
1757,Oklahoma,44,1511,490,0.324,171,44,84,1.91,33,0.75,49,24,73,1.11,14,44,709,0.469,18,0.41,325,7.4,5/1/11
1758,Gardner-Webb,42,1525,492,0.323,181,42,101,2.4,21,0.5,55,18,73,1.31,21,17,672,0.441,8,0.19,335,8,5/1/11
1759,Vanderbilt,43,1454,467,0.321,175,43,89,2.07,25,0.58,54,25,79,1.26,13,44,649,0.446,9,0.21,303,7,5/1/11
1760,Jacksonville,42,1510,483,0.32,190,42,80,1.9,36,0.86,61,12,73,1.45,21,23,691,0.458,10,0.24,334,8,5/1/11
1761,South Dakota St.,39,1420,454,0.32,160,39,89,2.28,23,0.59,27,15,42,0.69,19,16,640,0.451,14,0.36,281,7.2,5/1/11
1762,Stony Brook,40,1402,448,0.32,115,40,113,2.83,20,0.5,52,10,62,1.3,24,24,651,0.464,15,0.38,288,7.2,5/1/11
1763,Florida,44,1500,478,0.319,151,44,92,2.09,35,0.8,36,20,56,0.82,17,38,693,0.462,9,0.2,286,6.5,5/1/11
1764,Michigan St.,40,1388,442,0.318,137,40,89,2.23,16,0.4,67,27,94,1.68,24,43,597,0.43,9,0.23,241,6,5/1/11
1765,Wright St.,40,1392,443,0.318,167,40,79,1.98,25,0.63,42,17,59,1.05,13,50,619,0.445,11,0.28,275,6.9,5/1/11
1766,Purdue,43,1540,489,0.318,185,43,98,2.28,23,0.53,70,24,94,1.63,29,36,686,0.445,15,0.35,332,7.7,5/1/11
1767,Dallas Baptist,43,1472,467,0.317,239,43,104,2.42,50,1.16,46,8,54,1.07,32,21,751,0.51,15,0.35,389,9,5/1/11
1768,Southeast Mo. St.,43,1504,475,0.316,164,43,96,2.23,46,1.07,46,14,60,1.07,23,22,721,0.479,6,0.14,304,7.1,5/1/11
1769,Georgia St.,46,1557,491,0.315,254,46,105,2.28,35,0.76,80,22,102,1.74,27,45,721,0.463,10,0.22,343,7.5,5/1/11
1770,Southern U.,41,1390,436,0.314,180,41,78,1.9,29,0.71,47,13,60,1.15,48,15,639,0.46,19,0.46,318,7.8,5/1/11
1771,Memphis,44,1499,470,0.314,197,44,100,2.27,29,0.66,48,18,66,1.09,28,36,681,0.454,12,0.27,304,6.9,5/1/11
1772,Pittsburgh,41,1400,438,0.313,169,41,74,1.8,24,0.59,53,28,81,1.29,17,33,626,0.447,21,0.51,284,6.9,5/1/11
1773,Tex.-Pan American,37,1283,401,0.313,146,37,71,1.92,10,0.27,23,24,47,0.62,10,16,528,0.412,13,0.35,235,6.4,5/1/11
1774,Mercer,46,1647,514,0.312,208,46,97,2.11,68,1.48,65,15,80,1.41,18,32,833,0.506,9,0.2,370,8,5/1/11
1775,Murray St.,40,1289,402,0.312,135,40,73,1.83,14,0.35,17,13,30,0.43,9,30,535,0.415,9,0.23,230,5.8,5/1/11
1776,Virginia,47,1630,508,0.312,180,47,109,2.32,14,0.3,67,25,92,1.43,25,40,683,0.419,12,0.26,358,7.6,5/1/11
1777,Jacksonville St.,42,1444,450,0.312,164,42,76,1.81,30,0.71,41,15,56,0.98,19,22,636,0.44,10,0.24,269,6.4,5/1/11
1778,Connecticut,45,1607,500,0.311,165,45,97,2.16,25,0.56,95,33,128,2.11,24,29,698,0.434,13,0.29,307,6.8,5/1/11
1779,Arizona St.,41,1428,444,0.311,149,41,92,2.24,24,0.59,69,35,104,1.68,23,16,636,0.445,14,0.34,260,6.3,5/1/11
